Entity,Code,Date,Daily new confirmed cases of COVID-19 per million people (cases)
Gabon,GAB,"Apr 28, 2020",15.725
Gabon,GAB,"Apr 29, 2020",12.131
Gabon,GAB,"Apr 30, 2020",17.073
Gabon,GAB,"May 2, 2020",14.377
Gabon,GAB,"May 3, 2020",12.131
Gambia,GMB,"Mar 18, 2020",0.414
Gambia,GMB,"Mar 24, 2020",0.414
Gambia,GMB,"Mar 25, 2020",0.414
Gambia,GMB,"Mar 31, 2020",0.414
Gambia,GMB,"Apr 12, 2020",2.069
Gambia,GMB,"Apr 20, 2020",0.414
Gambia,GMB,"Apr 30, 2020",0.414
Gambia,GMB,"May 1, 2020",0.414
Gambia,GMB,"May 3, 2020",2.069
Georgia,GEO,"Feb 27, 2020",0.251
Georgia,GEO,"Feb 29, 2020",0.251
Georgia,GEO,"Mar 1, 2020",0.251
Georgia,GEO,"Mar 6, 2020",1.504
Georgia,GEO,"Mar 8, 2020",0.752
Georgia,GEO,"Mar 9, 2020",0.251
Georgia,GEO,"Mar 10, 2020",0.501
Georgia,GEO,"Mar 11, 2020",2.005
Georgia,GEO,"Mar 12, 2020",0.251
Georgia,GEO,"Mar 13, 2020",0.251
Georgia,GEO,"Mar 14, 2020",1.253
Georgia,GEO,"Mar 17, 2020",0.752
Georgia,GEO,"Mar 18, 2020",0.251
Georgia,GEO,"Mar 20, 2020",1.504
Georgia,GEO,"Mar 21, 2020",0.752
Georgia,GEO,"Mar 22, 2020",1.504
Georgia,GEO,"Mar 23, 2020",1.253
Georgia,GEO,"Mar 24, 2020",1.755
Georgia,GEO,"Mar 25, 2020",2.256
Georgia,GEO,"Mar 26, 2020",0.752
Georgia,GEO,"Mar 27, 2020",1.504
Georgia,GEO,"Mar 28, 2020",0.501
Georgia,GEO,"Mar 29, 2020",1.003
Georgia,GEO,"Mar 30, 2020",1.253
Georgia,GEO,"Mar 31, 2020",2.005
Georgia,GEO,"Apr 1, 2020",3.008
Georgia,GEO,"Apr 2, 2020",1.253
Georgia,GEO,"Apr 3, 2020",1.504
Georgia,GEO,"Apr 4, 2020",6.768
Georgia,GEO,"Apr 5, 2020",2.256
Georgia,GEO,"Apr 6, 2020",4.262
Georgia,GEO,"Apr 7, 2020",3.509
Georgia,GEO,"Apr 8, 2020",2.005
Georgia,GEO,"Apr 9, 2020",3.76
Georgia,GEO,"Apr 10, 2020",1.755
Georgia,GEO,"Apr 11, 2020",4.011
Georgia,GEO,"Apr 12, 2020",2.005
Georgia,GEO,"Apr 13, 2020",3.76
Georgia,GEO,"Apr 14, 2020",3.76
Georgia,GEO,"Apr 15, 2020",7.019
Georgia,GEO,"Apr 16, 2020",1.504
Georgia,GEO,"Apr 17, 2020",10.528
Georgia,GEO,"Apr 18, 2020",5.515
Georgia,GEO,"Apr 19, 2020",4.512
Georgia,GEO,"Apr 20, 2020",1.504
Georgia,GEO,"Apr 21, 2020",2.005
Georgia,GEO,"Apr 22, 2020",1.504
Georgia,GEO,"Apr 23, 2020",2.005
Georgia,GEO,"Apr 24, 2020",2.256
Georgia,GEO,"Apr 25, 2020",4.763
Georgia,GEO,"Apr 26, 2020",3.008
Georgia,GEO,"Apr 27, 2020",7.52
Georgia,GEO,"Apr 28, 2020",2.757
Georgia,GEO,"Apr 29, 2020",3.509
Georgia,GEO,"Apr 30, 2020",1.504
Georgia,GEO,"May 1, 2020",5.515
Georgia,GEO,"May 2, 2020",10.779
Germany,DEU,"Jan 28, 2020",0.012
Germany,DEU,"Jan 29, 2020",0.036
Germany,DEU,"Jan 31, 2020",0.012
Germany,DEU,"Feb 1, 2020",0.024
Germany,DEU,"Feb 2, 2020",0.012
Germany,DEU,"Feb 3, 2020",0.012
Germany,DEU,"Feb 4, 2020",0.024
Germany,DEU,"Feb 7, 2020",0.012
Germany,DEU,"Feb 8, 2020",0.012
Germany,DEU,"Feb 12, 2020",0.024
Germany,DEU,"Feb 26, 2020",0.024
Germany,DEU,"Feb 27, 2020",0.048
Germany,DEU,"Feb 28, 2020",0.31
Germany,DEU,"Feb 29, 2020",0.119
Germany,DEU,"Mar 1, 2020",0.645
Germany,DEU,"Mar 2, 2020",0.215
Germany,DEU,"Mar 3, 2020",0.334
Germany,DEU,"Mar 4, 2020",0.465
Germany,DEU,"Mar 5, 2020",0.788
Germany,DEU,"Mar 6, 2020",1.647
Germany,DEU,"Mar 7, 2020",3.39
Germany,DEU,"Mar 8, 2020",1.945
Germany,DEU,"Mar 9, 2020",0.656
Germany,DEU,"Mar 10, 2020",2.829
Germany,DEU,"Mar 11, 2020",1.874
Germany,DEU,"Mar 12, 2020",3.235
Germany,DEU,"Mar 13, 2020",9.572
Germany,DEU,"Mar 14, 2020",8.271
Germany,DEU,"Mar 15, 2020",8.749
Germany,DEU,"Mar 16, 2020",12.449
Germany,DEU,"Mar 17, 2020",14.012
Germany,DEU,"Mar 18, 2020",13.654
Germany,DEU,"Mar 19, 2020",12.437
Germany,DEU,"Mar 20, 2020",70.897
Germany,DEU,"Mar 21, 2020",48.327
Germany,DEU,"Mar 22, 2020",39.101
Germany,DEU,"Mar 23, 2020",39.518
Germany,DEU,"Mar 24, 2020",52.97
Germany,DEU,"Mar 25, 2020",27.953
Germany,DEU,"Mar 26, 2020",59.128
Germany,DEU,"Mar 27, 2020",68.987
Germany,DEU,"Mar 28, 2020",75.122
Germany,DEU,"Mar 29, 2020",47.324
Germany,DEU,"Mar 30, 2020",56.705
Germany,DEU,"Mar 31, 2020",55.082
Germany,DEU,"Apr 1, 2020",65.084
Germany,DEU,"Apr 2, 2020",73.475
Germany,DEU,"Apr 3, 2020",73.69
Germany,DEU,"Apr 4, 2020",72.591
Germany,DEU,"Apr 5, 2020",70.849
Germany,DEU,"Apr 6, 2020",43.887
Germany,DEU,"Apr 7, 2020",45.761
Germany,DEU,"Apr 8, 2020",47.778
Germany,DEU,"Apr 9, 2020",59.367
Germany,DEU,"Apr 10, 2020",63.532
Germany,DEU,"Apr 11, 2020",49.329
Germany,DEU,"Apr 12, 2020",33.67
Germany,DEU,"Apr 13, 2020",30.28
Germany,DEU,"Apr 14, 2020",24.85
Germany,DEU,"Apr 15, 2020",29.672
Germany,DEU,"Apr 16, 2020",34.207
Germany,DEU,"Apr 17, 2020",40.342
Germany,DEU,"Apr 18, 2020",43.075
Germany,DEU,"Apr 19, 2020",29.337
Germany,DEU,"Apr 20, 2020",21.185
Germany,DEU,"Apr 21, 2020",21.305
Germany,DEU,"Apr 22, 2020",26.7
Germany,DEU,"Apr 23, 2020",28.072
Germany,DEU,"Apr 24, 2020",27.893
Germany,DEU,"Apr 25, 2020",24.527
Germany,DEU,"Apr 26, 2020",20.732
Germany,DEU,"Apr 27, 2020",12.15
Germany,DEU,"Apr 28, 2020",13.654
Germany,DEU,"Apr 29, 2020",15.564
Germany,DEU,"Apr 30, 2020",17.641
Germany,DEU,"May 2, 2020",30.841
Germany,DEU,"May 3, 2020",9.465
Ghana,GHA,"Mar 13, 2020",0.064
Ghana,GHA,"Mar 17, 2020",0.129
Ghana,GHA,"Mar 19, 2020",0.032
Ghana,GHA,"Mar 20, 2020",0.129
Ghana,GHA,"Mar 21, 2020",0.161
Ghana,GHA,"Mar 22, 2020",0.161
Ghana,GHA,"Mar 23, 2020",0.097
Ghana,GHA,"Mar 24, 2020",0.097
Ghana,GHA,"Mar 25, 2020",0.837
Ghana,GHA,"Mar 26, 2020",0.483
Ghana,GHA,"Mar 27, 2020",2.06
Ghana,GHA,"Mar 28, 2020",0.161
Ghana,GHA,"Mar 29, 2020",0.129
Ghana,GHA,"Mar 30, 2020",0.354
Ghana,GHA,"Apr 2, 2020",1.384
Ghana,GHA,"Apr 3, 2020",0.29
Ghana,GHA,"Apr 4, 2020",0.032
Ghana,GHA,"Apr 5, 2020",0.29
Ghana,GHA,"Apr 7, 2020",2.349
Ghana,GHA,"Apr 9, 2020",0.837
Ghana,GHA,"Apr 10, 2020",2.092
Ghana,GHA,"Apr 12, 2020",0.965
Ghana,GHA,"Apr 13, 2020",5.085
Ghana,GHA,"Apr 15, 2020",2.253
Ghana,GHA,"Apr 16, 2020",0.161
Ghana,GHA,"Apr 19, 2020",6.211
Ghana,GHA,"Apr 20, 2020",6.694
Ghana,GHA,"Apr 23, 2020",3.604
Ghana,GHA,"Apr 25, 2020",4.023
Ghana,GHA,"Apr 27, 2020",8.721
Ghana,GHA,"Apr 29, 2020",3.894
Ghana,GHA,"May 1, 2020",12.969
Ghana,GHA,"May 3, 2020",3.057
Gibraltar,GIB,"Mar 20, 2020",296.815
Gibraltar,GIB,"Mar 23, 2020",148.408
Gibraltar,GIB,"Mar 26, 2020",326.497
Gibraltar,GIB,"Mar 27, 2020",267.134
Gibraltar,GIB,"Mar 28, 2020",593.63
Gibraltar,GIB,"Mar 29, 2020",29.682
Gibraltar,GIB,"Mar 30, 2020",267.134
Gibraltar,GIB,"Mar 31, 2020",118.726
Gibraltar,GIB,"Apr 3, 2020",563.949
Gibraltar,GIB,"Apr 4, 2020",207.771
Gibraltar,GIB,"Apr 5, 2020",89.045
Gibraltar,GIB,"Apr 6, 2020",148.408
Gibraltar,GIB,"Apr 7, 2020",178.089
Gibraltar,GIB,"Apr 8, 2020",118.726
Gibraltar,GIB,"Apr 9, 2020",207.771
Gibraltar,GIB,"Apr 10, 2020",89.045
Gibraltar,GIB,"Apr 11, 2020",118.726
Gibraltar,GIB,"Apr 12, 2020",59.363
Gibraltar,GIB,"Apr 16, 2020",59.363
Gibraltar,GIB,"Apr 17, 2020",59.363
Gibraltar,GIB,"Apr 26, 2020",89.045
Gibraltar,GIB,"Apr 27, 2020",148.408
Gibraltar,GIB,"May 1, 2020",89.045
Greece,GRC,"Feb 27, 2020",0.096
Greece,GRC,"Feb 28, 2020",0.192
Greece,GRC,"Feb 29, 2020",0.096
Greece,GRC,"Mar 1, 2020",0.288
Greece,GRC,"Mar 5, 2020",0.288
Greece,GRC,"Mar 6, 2020",2.111
Greece,GRC,"Mar 7, 2020",1.247
Greece,GRC,"Mar 8, 2020",2.015
Greece,GRC,"Mar 9, 2020",0.672
Greece,GRC,"Mar 10, 2020",1.055
Greece,GRC,"Mar 11, 2020",0.576
Greece,GRC,"Mar 12, 2020",0.863
Greece,GRC,"Mar 13, 2020",3.262
Greece,GRC,"Mar 14, 2020",5.469
Greece,GRC,"Mar 15, 2020",3.646
Greece,GRC,"Mar 16, 2020",9.882
Greece,GRC,"Mar 17, 2020",2.015
Greece,GRC,"Mar 18, 2020",3.358
Greece,GRC,"Mar 19, 2020",2.974
Greece,GRC,"Mar 20, 2020",4.413
Greece,GRC,"Mar 21, 2020",2.974
Greece,GRC,"Mar 22, 2020",3.358
Greece,GRC,"Mar 23, 2020",9.018
Greece,GRC,"Mar 24, 2020",6.812
Greece,GRC,"Mar 25, 2020",4.605
Greece,GRC,"Mar 26, 2020",7.483
Greece,GRC,"Mar 27, 2020",6.812
Greece,GRC,"Mar 28, 2020",7.1
Greece,GRC,"Mar 29, 2020",9.114
Greece,GRC,"Mar 30, 2020",9.114
Greece,GRC,"Mar 31, 2020",5.373
Greece,GRC,"Apr 1, 2020",9.786
Greece,GRC,"Apr 2, 2020",5.852
Greece,GRC,"Apr 3, 2020",13.336
Greece,GRC,"Apr 4, 2020",9.498
Greece,GRC,"Apr 5, 2020",5.756
Greece,GRC,"Apr 6, 2020",5.948
Greece,GRC,"Apr 7, 2020",1.919
Greece,GRC,"Apr 8, 2020",7.387
Greece,GRC,"Apr 9, 2020",4.989
Greece,GRC,"Apr 10, 2020",6.812
Greece,GRC,"Apr 11, 2020",5.373
Greece,GRC,"Apr 12, 2020",6.716
Greece,GRC,"Apr 13, 2020",3.166
Greece,GRC,"Apr 14, 2020",2.974
Greece,GRC,"Apr 15, 2020",2.399
Greece,GRC,"Apr 16, 2020",2.111
Greece,GRC,"Apr 17, 2020",1.439
Greece,GRC,"Apr 20, 2020",2.686
Greece,GRC,"Apr 21, 2020",0.959
Greece,GRC,"Apr 22, 2020",14.967
Greece,GRC,"Apr 23, 2020",0.672
Greece,GRC,"Apr 24, 2020",5.277
Greece,GRC,"Apr 25, 2020",2.59
Greece,GRC,"Apr 26, 2020",1.535
Greece,GRC,"Apr 28, 2020",2.686
Greece,GRC,"Apr 30, 2020",4.03
Greece,GRC,"May 1, 2020",1.439
Greece,GRC,"May 3, 2020",2.782
Greenland,GRL,"Mar 20, 2020",35.229
Greenland,GRL,"Mar 24, 2020",35.229
Greenland,GRL,"Mar 26, 2020",17.614
Greenland,GRL,"Mar 27, 2020",17.614
Greenland,GRL,"Mar 28, 2020",52.843
Greenland,GRL,"Mar 29, 2020",17.614
Greenland,GRL,"Apr 6, 2020",17.614
Grenada,GRD,"Mar 23, 2020",8.887
Grenada,GRD,"Mar 27, 2020",53.324
Grenada,GRD,"Mar 29, 2020",17.775
Grenada,GRD,"Apr 2, 2020",8.887
Grenada,GRD,"Apr 4, 2020",17.775
Grenada,GRD,"Apr 11, 2020",17.775
Grenada,GRD,"Apr 23, 2020",8.887
Grenada,GRD,"Apr 26, 2020",26.662
Grenada,GRD,"Apr 30, 2020",17.775
Grenada,GRD,"May 3, 2020",8.887
Guam,GUM,"Mar 19, 2020",17.774
Guam,GUM,"Mar 20, 2020",53.323
Guam,GUM,"Mar 21, 2020",11.85
Guam,GUM,"Mar 22, 2020",5.925
Guam,GUM,"Mar 23, 2020",71.097
Guam,GUM,"Mar 24, 2020",11.85
Guam,GUM,"Mar 25, 2020",17.774
Guam,GUM,"Mar 26, 2020",29.624
Guam,GUM,"Mar 27, 2020",71.097
Guam,GUM,"Mar 28, 2020",11.85
Guam,GUM,"Mar 29, 2020",23.699
Guam,GUM,"Mar 30, 2020",5.925
Guam,GUM,"Mar 31, 2020",23.699
Guam,GUM,"Apr 1, 2020",53.323
Guam,GUM,"Apr 2, 2020",47.398
Guam,GUM,"Apr 3, 2020",29.624
Guam,GUM,"Apr 4, 2020",29.624
Guam,GUM,"Apr 5, 2020",35.549
Guam,GUM,"Apr 6, 2020",100.721
Guam,GUM,"Apr 7, 2020",11.85
Guam,GUM,"Apr 8, 2020",53.323
Guam,GUM,"Apr 9, 2020",23.699
Guam,GUM,"Apr 10, 2020",17.774
Guam,GUM,"Apr 11, 2020",11.85
Guam,GUM,"Apr 12, 2020",17.774
Guam,GUM,"Apr 14, 2020",5.925
Guam,GUM,"Apr 15, 2020",5.925
Guam,GUM,"Apr 18, 2020",5.925
Guam,GUM,"Apr 23, 2020",5.925
Guam,GUM,"Apr 24, 2020",17.774
Guam,GUM,"Apr 25, 2020",5.925
Guam,GUM,"Apr 27, 2020",5.925
Guam,GUM,"Apr 28, 2020",11.85
Guam,GUM,"Apr 29, 2020",5.925
Guam,GUM,"May 1, 2020",5.925
Guam,GUM,"May 3, 2020",11.85
Guatemala,GTM,"Mar 15, 2020",0.056
Guatemala,GTM,"Mar 17, 2020",0.279
Guatemala,GTM,"Mar 19, 2020",0.112
Guatemala,GTM,"Mar 20, 2020",0.056
Guatemala,GTM,"Mar 21, 2020",0.223
Guatemala,GTM,"Mar 22, 2020",0.223
Guatemala,GTM,"Mar 23, 2020",0.112
Guatemala,GTM,"Mar 24, 2020",0.056
Guatemala,GTM,"Mar 25, 2020",0.056
Guatemala,GTM,"Mar 26, 2020",0.167
Guatemala,GTM,"Mar 27, 2020",0.056
Guatemala,GTM,"Mar 28, 2020",0.391
Guatemala,GTM,"Mar 29, 2020",0.112
Guatemala,GTM,"Mar 30, 2020",0.112
Guatemala,GTM,"Apr 1, 2020",0.112
Guatemala,GTM,"Apr 2, 2020",0.447
Guatemala,GTM,"Apr 3, 2020",0.056
Guatemala,GTM,"Apr 4, 2020",0.167
Guatemala,GTM,"Apr 5, 2020",0.614
Guatemala,GTM,"Apr 6, 2020",0.502
Guatemala,GTM,"Apr 7, 2020",0.223
Guatemala,GTM,"Apr 8, 2020",0.335
Guatemala,GTM,"Apr 9, 2020",0.391
Guatemala,GTM,"Apr 10, 2020",2.177
Guatemala,GTM,"Apr 11, 2020",0.614
Guatemala,GTM,"Apr 12, 2020",0.893
Guatemala,GTM,"Apr 13, 2020",0.167
Guatemala,GTM,"Apr 14, 2020",0.614
Guatemala,GTM,"Apr 15, 2020",0.726
Guatemala,GTM,"Apr 16, 2020",0.893
Guatemala,GTM,"Apr 17, 2020",1.005
Guatemala,GTM,"Apr 18, 2020",1.172
Guatemala,GTM,"Apr 19, 2020",1.228
Guatemala,GTM,"Apr 20, 2020",1.786
Guatemala,GTM,"Apr 21, 2020",0.279
Guatemala,GTM,"Apr 22, 2020",1.228
Guatemala,GTM,"Apr 23, 2020",1.451
Guatemala,GTM,"Apr 24, 2020",2.344
Guatemala,GTM,"Apr 25, 2020",2.568
Guatemala,GTM,"Apr 26, 2020",2.4
Guatemala,GTM,"Apr 27, 2020",1.507
Guatemala,GTM,"Apr 28, 2020",1.675
Guatemala,GTM,"Apr 29, 2020",1.507
Guatemala,GTM,"Apr 30, 2020",1.563
Guatemala,GTM,"May 1, 2020",0.781
Guatemala,GTM,"May 2, 2020",2.512
Guatemala,GTM,"May 3, 2020",2.456
Guinea,GIN,"Mar 14, 2020",0.076
Guinea,GIN,"Mar 21, 2020",0.076
Guinea,GIN,"Mar 25, 2020",0.152
Guinea,GIN,"Mar 27, 2020",0.076
Guinea,GIN,"Mar 29, 2020",0.228
Guinea,GIN,"Mar 31, 2020",0.609
Guinea,GIN,"Apr 2, 2020",1.066
Guinea,GIN,"Apr 3, 2020",1.675
Guinea,GIN,"Apr 5, 2020",4.493
Guinea,GIN,"Apr 6, 2020",0.761
Guinea,GIN,"Apr 7, 2020",0.533
Guinea,GIN,"Apr 8, 2020",1.218
Guinea,GIN,"Apr 9, 2020",1.523
Guinea,GIN,"Apr 10, 2020",2.284
Guinea,GIN,"Apr 11, 2020",1.371
Guinea,GIN,"Apr 12, 2020",2.894
Guinea,GIN,"Apr 14, 2020",5.254
Guinea,GIN,"Apr 15, 2020",3.35
Guinea,GIN,"Apr 16, 2020",3.122
Guinea,GIN,"Apr 17, 2020",2.589
Guinea,GIN,"Apr 18, 2020",2.97
Guinea,GIN,"Apr 20, 2020",7.767
Guinea,GIN,"Apr 21, 2020",3.274
Guinea,GIN,"Apr 22, 2020",5.026
Guinea,GIN,"Apr 23, 2020",5.559
Guinea,GIN,"Apr 24, 2020",7.691
Guinea,GIN,"Apr 25, 2020",7.005
Guinea,GIN,"Apr 26, 2020",3.198
Guinea,GIN,"Apr 27, 2020",7.462
Guinea,GIN,"Apr 28, 2020",5.254
Guinea,GIN,"Apr 29, 2020",5.863
Guinea,GIN,"Apr 30, 2020",8.452
Guinea,GIN,"May 1, 2020",10.965
Guinea,GIN,"May 2, 2020",3.198
Guinea,GIN,"May 3, 2020",3.731
Guinea-Bissau,GNB,"Mar 27, 2020",1.016
Guinea-Bissau,GNB,"Apr 1, 2020",3.049
Guinea-Bissau,GNB,"Apr 2, 2020",0.508
Guinea-Bissau,GNB,"Apr 4, 2020",3.049
Guinea-Bissau,GNB,"Apr 5, 2020",1.524
Guinea-Bissau,GNB,"Apr 7, 2020",7.622
Guinea-Bissau,GNB,"Apr 10, 2020",1.016
Guinea-Bissau,GNB,"Apr 12, 2020",1.524
Guinea-Bissau,GNB,"Apr 13, 2020",0.508
Guinea-Bissau,GNB,"Apr 15, 2020",0.508
Guinea-Bissau,GNB,"Apr 16, 2020",1.524
Guinea-Bissau,GNB,"Apr 17, 2020",1.524
Guinea-Bissau,GNB,"Apr 18, 2020",2.033
Guinea-Bissau,GNB,"Apr 24, 2020",1.016
Guinea-Bissau,GNB,"Apr 27, 2020",0.508
Guinea-Bissau,GNB,"Apr 28, 2020",10.163
Guinea-Bissau,GNB,"Apr 30, 2020",2.033
Guinea-Bissau,GNB,"May 1, 2020",65.041
Guinea-Bissau,GNB,"May 2, 2020",26.423
Guyana,GUY,"Mar 13, 2020",1.271
Guyana,GUY,"Mar 16, 2020",3.814
Guyana,GUY,"Mar 19, 2020",1.271
Guyana,GUY,"Mar 29, 2020",3.814
Guyana,GUY,"Apr 1, 2020",5.085
Guyana,GUY,"Apr 2, 2020",8.9
Guyana,GUY,"Apr 4, 2020",5.085
Guyana,GUY,"Apr 5, 2020",1.271
Guyana,GUY,"Apr 6, 2020",6.357
Guyana,GUY,"Apr 7, 2020",2.543
Guyana,GUY,"Apr 8, 2020",2.543
Guyana,GUY,"Apr 9, 2020",5.085
Guyana,GUY,"Apr 11, 2020",3.814
Guyana,GUY,"Apr 12, 2020",6.357
Guyana,GUY,"Apr 14, 2020",2.543
Guyana,GUY,"Apr 15, 2020",1.271
Guyana,GUY,"Apr 16, 2020",8.9
Guyana,GUY,"Apr 17, 2020",2.543
Guyana,GUY,"Apr 18, 2020",7.628
Guyana,GUY,"Apr 20, 2020",2.543
Guyana,GUY,"Apr 21, 2020",1.271
Guyana,GUY,"Apr 22, 2020",1.271
Guyana,GUY,"Apr 24, 2020",3.814
Guyana,GUY,"Apr 25, 2020",3.814
Guyana,GUY,"Apr 26, 2020",1.271
Guyana,GUY,"Apr 29, 2020",1.271
Guyana,GUY,"Apr 30, 2020",3.814
Guyana,GUY,"May 1, 2020",5.085
Haiti,HTI,"Mar 20, 2020",0.175
Haiti,HTI,"Mar 24, 2020",0.263
Haiti,HTI,"Mar 25, 2020",0.175
Haiti,HTI,"Mar 26, 2020",0.088
Haiti,HTI,"Mar 30, 2020",0.614
Haiti,HTI,"Apr 2, 2020",0.088
Haiti,HTI,"Apr 3, 2020",0.175
Haiti,HTI,"Apr 5, 2020",0.263
Haiti,HTI,"Apr 7, 2020",0.263
Haiti,HTI,"Apr 8, 2020",0.088
Haiti,HTI,"Apr 9, 2020",0.175
Haiti,HTI,"Apr 10, 2020",0.263
Haiti,HTI,"Apr 11, 2020",0.088
Haiti,HTI,"Apr 12, 2020",0.175
Haiti,HTI,"Apr 14, 2020",0.614
Haiti,HTI,"Apr 16, 2020",0.088
Haiti,HTI,"Apr 17, 2020",0.175
Haiti,HTI,"Apr 18, 2020",0.088
Haiti,HTI,"Apr 20, 2020",0.263
Haiti,HTI,"Apr 21, 2020",0.877
Haiti,HTI,"Apr 22, 2020",0.088
Haiti,HTI,"Apr 23, 2020",0.351
Haiti,HTI,"Apr 24, 2020",0.877
Haiti,HTI,"Apr 28, 2020",0.351
Haiti,HTI,"May 1, 2020",0.438
Haiti,HTI,"May 2, 2020",0.351
Honduras,HND,"Mar 12, 2020",0.202
Honduras,HND,"Mar 14, 2020",0.101
Honduras,HND,"Mar 16, 2020",0.303
Honduras,HND,"Mar 17, 2020",0.202
Honduras,HND,"Mar 18, 2020",0.101
Honduras,HND,"Mar 19, 2020",0.303
Honduras,HND,"Mar 20, 2020",1.212
Honduras,HND,"Mar 22, 2020",0.202
Honduras,HND,"Mar 23, 2020",0.101
Honduras,HND,"Mar 24, 2020",0.303
Honduras,HND,"Mar 25, 2020",0.606
Honduras,HND,"Mar 26, 2020",1.615
Honduras,HND,"Mar 27, 2020",1.514
Honduras,HND,"Mar 28, 2020",2.827
Honduras,HND,"Mar 29, 2020",1.514
Honduras,HND,"Mar 30, 2020",2.928
Honduras,HND,"Mar 31, 2020",0.202
Honduras,HND,"Apr 1, 2020",3.13
Honduras,HND,"Apr 2, 2020",4.745
Honduras,HND,"Apr 3, 2020",0.303
Honduras,HND,"Apr 4, 2020",4.24
Honduras,HND,"Apr 5, 2020",0.404
Honduras,HND,"Apr 6, 2020",3.029
Honduras,HND,"Apr 7, 2020",0.707
Honduras,HND,"Apr 8, 2020",0.707
Honduras,HND,"Apr 9, 2020",3.13
Honduras,HND,"Apr 10, 2020",3.938
Honduras,HND,"Apr 11, 2020",1.01
Honduras,HND,"Apr 12, 2020",0.101
Honduras,HND,"Apr 13, 2020",0.404
Honduras,HND,"Apr 14, 2020",1.01
Honduras,HND,"Apr 15, 2020",1.212
Honduras,HND,"Apr 16, 2020",0.707
Honduras,HND,"Apr 17, 2020",1.615
Honduras,HND,"Apr 18, 2020",1.514
Honduras,HND,"Apr 19, 2020",1.514
Honduras,HND,"Apr 20, 2020",0.505
Honduras,HND,"Apr 21, 2020",1.716
Honduras,HND,"Apr 22, 2020",1.615
Honduras,HND,"Apr 23, 2020",0.909
Honduras,HND,"Apr 25, 2020",7.269
Honduras,HND,"Apr 26, 2020",3.635
Honduras,HND,"Apr 27, 2020",3.433
Honduras,HND,"Apr 28, 2020",3.231
Honduras,HND,"Apr 29, 2020",4.543
Honduras,HND,"Apr 30, 2020",3.332
Honduras,HND,"May 1, 2020",3.332
Honduras,HND,"May 2, 2020",9.591
Honduras,HND,"May 3, 2020",11.207
Hungary,HUN,"Mar 5, 2020",0.207
Hungary,HUN,"Mar 7, 2020",0.207
Hungary,HUN,"Mar 8, 2020",0.311
Hungary,HUN,"Mar 9, 2020",0.104
Hungary,HUN,"Mar 10, 2020",0.104
Hungary,HUN,"Mar 11, 2020",0.311
Hungary,HUN,"Mar 12, 2020",0.104
Hungary,HUN,"Mar 13, 2020",0.311
Hungary,HUN,"Mar 14, 2020",0.932
Hungary,HUN,"Mar 15, 2020",0.621
Hungary,HUN,"Mar 16, 2020",0.828
Hungary,HUN,"Mar 17, 2020",1.139
Hungary,HUN,"Mar 19, 2020",2.381
Hungary,HUN,"Mar 20, 2020",1.242
Hungary,HUN,"Mar 21, 2020",1.863
Hungary,HUN,"Mar 22, 2020",2.898
Hungary,HUN,"Mar 23, 2020",3.727
Hungary,HUN,"Mar 24, 2020",2.07
Hungary,HUN,"Mar 25, 2020",4.037
Hungary,HUN,"Mar 26, 2020",3.623
Hungary,HUN,"Mar 27, 2020",4.037
Hungary,HUN,"Mar 28, 2020",4.451
Hungary,HUN,"Mar 29, 2020",6.729
Hungary,HUN,"Mar 30, 2020",4.037
Hungary,HUN,"Mar 31, 2020",4.658
Hungary,HUN,"Apr 1, 2020",3.416
Hungary,HUN,"Apr 2, 2020",6.211
Hungary,HUN,"Apr 3, 2020",3.934
Hungary,HUN,"Apr 4, 2020",5.693
Hungary,HUN,"Apr 5, 2020",5.693
Hungary,HUN,"Apr 6, 2020",1.139
Hungary,HUN,"Apr 7, 2020",7.557
Hungary,HUN,"Apr 8, 2020",8.074
Hungary,HUN,"Apr 9, 2020",8.799
Hungary,HUN,"Apr 10, 2020",21.738
Hungary,HUN,"Apr 11, 2020",12.422
Hungary,HUN,"Apr 12, 2020",10.352
Hungary,HUN,"Apr 13, 2020",4.969
Hungary,HUN,"Apr 14, 2020",5.59
Hungary,HUN,"Apr 15, 2020",6.936
Hungary,HUN,"Apr 16, 2020",7.557
Hungary,HUN,"Apr 17, 2020",11.49
Hungary,HUN,"Apr 18, 2020",7.35
Hungary,HUN,"Apr 19, 2020",8.488
Hungary,HUN,"Apr 20, 2020",7.039
Hungary,HUN,"Apr 21, 2020",11.801
Hungary,HUN,"Apr 22, 2020",7.246
Hungary,HUN,"Apr 23, 2020",12.008
Hungary,HUN,"Apr 24, 2020",10.248
Hungary,HUN,"Apr 25, 2020",6.211
Hungary,HUN,"Apr 26, 2020",5.9
Hungary,HUN,"Apr 27, 2020",8.592
Hungary,HUN,"Apr 28, 2020",6.832
Hungary,HUN,"Apr 29, 2020",8.074
Hungary,HUN,"Apr 30, 2020",4.969
Hungary,HUN,"May 1, 2020",9.109
Hungary,HUN,"May 2, 2020",8.178
Hungary,HUN,"May 3, 2020",5.797
Iceland,ISL,"Feb 29, 2020",2.93
Iceland,ISL,"Mar 2, 2020",5.861
Iceland,ISL,"Mar 3, 2020",8.791
Iceland,ISL,"Mar 4, 2020",29.304
Iceland,ISL,"Mar 5, 2020",29.304
Iceland,ISL,"Mar 6, 2020",26.374
Iceland,ISL,"Mar 7, 2020",23.443
Iceland,ISL,"Mar 8, 2020",29.304
